0	0.499008	0.000227913
1	0.451526	0.0002271
2	0.408582	0.00022423
3	0.369735	0.000220219
4	0.334583	0.000216052
5	0.302798	0.000211896
7	0.24803	0.00020276
9	0.203244	0.000193731
11	0.166606	0.000185856
14	0.123694	0.000174908
17	0.0918242	0.000168025
21	0.0618741	0.000160001
26	0.038102	0.000157722
32	0.0217518	0.000156316
39	0.011454	0.000155594
47	0.00553899	0.000159449
57	0.00265589	0.000155279
69	0.00120674	0.000154019
83	0.00108945	0.000151652
100	0.000514725	0.000159971
121	-0.000214691	0.000157293
146	-0.000916699	0.00017049
176	-0.00175151	0.000150203
212	-0.000206271	0.000168772
255	0.00125407	0.000160155
307	0.000281823	0.000157218
369	-6.04391e-05	0.000157031
443	5.68598e-05	0.000161677
532	0.00164403	0.000163419
639	-0.000918802	0.000161957
767	0.000649032	0.000159486
921	-0.000643748	0.00015478
1106	0.000805347	0.000154115
1328	0.00179657	0.000162542
1594	0.0011391	0.000147463
1913	-0.000490947	0.000156323
2296	-0.00136063	0.000159683
2756	-0.00162822	0.00014352
3308	-0.000979952	0.000148591
3970	0.00131702	0.000155599
4765	-0.000837539	0.000163781
