# tau 	 c??_val 	 c??_err
0.2	0.0360368	0.0827164
0.3	-0.00678015	0.0153167
0.4	-0.0040825	0.00707777
0.5	-0.00607723	0.00972668
0.6	-0.0012476	0.00508602
0.7	-0.00312384	0.00678933
0.8	-0.00450238	0.014719
0.9	-0.00486325	0.0142622
1	-0.00549865	0.00275368
1.1	-0.00724982	0.00277038
1.2	-0.00613777	0.00171888
1.3	-0.00490372	0.00800002
1.4	-0.00404166	0.00750376
1.5	-0.00338396	0.00269233
1.6	-0.0029324	0.00072891
1.7	-0.00207724	0.00052374
1.8	-0.00151879	0.000656499
1.9	-0.00153508	0.000954127
2	-0.00151541	0.000874655
2.1	-0.00107711	0.000812419
2.2	-0.000940133	0.0009272
2.3	-0.000831008	0.00187127
2.4	-0.000690232	0.00136116
2.5	-0.000560981	0.0013265
2.6	-0.000714417	0.00232719
2.7	-0.000862299	0.00531385
2.8	-0.000822476	0.00319328
2.9	-0.00093237	0.000601495
3	-0.000816475	0.000491039
3.1	-0.000728035	0.000514085
3.2	-0.000599653	0.00316112
3.3	-0.000638779	0.00205579
3.4	-0.00062626	0.000381455
3.5	-0.000829679	0.000307581
3.6	-0.000986281	0.000331919
3.7	-0.000953372	0.000365613
3.8	-0.000534904	0.00028181
3.9	-0.000432246	0.000291808
4	-0.000411455	0.00120882
4.1	-0.000512416	0.000349449
4.2	-0.000476313	0.000261287
4.3	-0.000418978	0.000283778
4.4	-0.000601388	0.00199686
4.5	-0.000643831	0.0041642
4.6	-0.00069367	0.00364691
4.7	-0.000642949	0.00332312
4.8	-0.000591489	0.000574964
4.9	-0.000710699	0.00076344
5	-0.000624063	0.000452975
5.1	-0.000686936	0.00098801
5.2	-0.000772706	0.000590455
5.3	-0.000752948	0.000379987
5.4	-0.000763996	0.000506961
5.5	-0.000662683	0.00121107
5.6	-0.000757905	0.00196746
5.7	-0.000733038	0.00261366
5.8	-0.000491476	0.000332041
5.9	-0.00061254	0.000250701
