1.000000000000000056e-01 1.002601361947134340e+00
1.038038038038038152e-01 9.642767375476846148e-01
1.076076076076076110e-01 9.274170790769731276e-01
1.114114114114114207e-01 8.919663879386403593e-01
1.152152152152152165e-01 8.578708060931365953e-01
1.190190190190190261e-01 8.250785342345370310e-01
1.228228228228228358e-01 7.935397530950653033e-01
1.266266266266266316e-01 7.632065477577640866e-01
1.304304304304304274e-01 7.340328348623299526e-01
1.342342342342342509e-01 7.059742925935180713e-01
1.380380380380380467e-01 6.789882933457529468e-01
1.418418418418418425e-01 6.530338389616471284e-01
1.456456456456456383e-01 6.280714984460402661e-01
1.494494494494494619e-01 6.040633480609289840e-01
1.532532532532532576e-01 5.809729137102824792e-01
1.570570570570570534e-01 5.587651155272053138e-01
1.608608608608608770e-01 5.374062145792686263e-01
1.646646646646646728e-01 5.168637616110405286e-01
1.684684684684684686e-01 4.971065477459408188e-01
1.722722722722722644e-01 4.781045570725282468e-01
1.760760760760760602e-01 4.598289210431848462e-01
1.798798798798798837e-01 4.422518746159194158e-01
1.836836836836836795e-01 4.253467140726593376e-01
1.874874874874875030e-01 4.090877564499443286e-01
1.912912912912912988e-01 3.934503005203918713e-01
1.950950950950950946e-01 3.784105892656513537e-01
1.988988988988988904e-01 3.639457737838375229e-01
2.027027027027026862e-01 3.500338785766096139e-01
2.065065065065065097e-01 3.366537681631565082e-01
2.103103103103103055e-01 3.237851149703706577e-01
2.141141141141141291e-01 3.114083684504249105e-01
2.179179179179179249e-01 2.995047253788356567e-01
2.217217217217217207e-01 2.880561012878888327e-01
2.255255255255255165e-01 2.770451029920274477e-01
2.293293293293293400e-01 2.664550021634628507e-01
2.331331331331331358e-01 2.562697099178617433e-01
2.369369369369369316e-01 2.464737523715007095e-01
2.407407407407407274e-01 2.370522471327528025e-01
2.445445445445445509e-01 2.279908806921920605e-01
2.483483483483483467e-01 2.192758866769648485e-01
2.521521521521521425e-01 2.108940249363919217e-01
2.559559559559559938e-01 2.028325614270279076e-01
2.597597597597597341e-01 1.950792488666178437e-01
2.635635635635635854e-01 1.876223081275584514e-01
2.673673673673673257e-01 1.804504103416012806e-01
2.711711711711711770e-01 1.735526596886022843e-01
2.749749749749749728e-01 1.669185768431793726e-01
2.787787787787787686e-01 1.605380830541206505e-01
2.825825825825826199e-01 1.544014848323626565e-01
2.863863863863863601e-01 1.484994592242730727e-01
2.901901901901902114e-01 1.428230396478633868e-01
2.939939939939939517e-01 1.373636022704178838e-01
2.977977977977978030e-01 1.321128529068370250e-01
3.016016016016015988e-01 1.270628144187971043e-01
3.054054054054053946e-01 1.222058145955771391e-01
3.092092092092091904e-01 1.175344744981444423e-01
