# tau 	 c??_val 	 c??_err
0.2	1.06896	6.55395
0.3	0.854906	1.46467
0.4	0.755178	0.832933
0.5	0.675443	0.393057
0.6	0.606346	0.0222557
0.7	0.548653	0.0604212
0.8	0.496112	0.0385683
0.9	0.448552	0.0197724
1	0.405949	0.0431791
1.1	0.367185	0.0535235
1.2	0.332061	0.0435174
1.3	0.299873	0.017176
1.4	0.27097	0.00770275
1.5	0.24495	0.0092935
1.6	0.221387	0.00685572
1.7	0.200095	0.00655289
1.8	0.180926	0.0108583
1.9	0.163454	0.000326064
2	0.147752	0.000328964
2.1	0.133571	0.00168976
2.2	0.12077	0.000334242
2.3	0.109231	0.000336103
2.4	0.0988503	0.000561773
2.5	0.0894561	0.00314449
2.6	0.080882	0.00161546
2.7	0.0731506	0.000341958
2.8	0.0661749	0.000343427
2.9	0.0600281	0.0139957
3	0.0544694	0.0255156
3.1	0.0493042	0.0235938
3.2	0.0444611	0.0045223
3.3	0.040301	0.00381821
3.4	0.0365813	0.00781931
3.5	0.033275	0.0144532
3.6	0.0301033	0.00650555
3.7	0.0273693	0.0110387
3.8	0.0247896	0.00490484
3.9	0.0224485	0.000581091
4	0.0203927	0.000692848
4.1	0.0186098	0.00266407
4.2	0.0171256	0.0166583
4.3	0.0155191	0.013322
4.4	0.0140484	0.0106194
4.5	0.0127873	0.0100806
4.6	0.0116464	0.00997669
4.7	0.0105955	0.00825006
4.8	0.0095564	0.000548799
4.9	0.00862991	0.000355559
5	0.00778061	0.000506083
5.1	0.00699422	0.000667404
5.2	0.00626434	0.00212888
5.3	0.00562118	0.00249817
5.4	0.00496434	0.00314827
5.5	0.00432401	0.00222882
5.6	0.00368325	0.00372474
5.7	0.00290347	0.00377549
5.8	0.0022955	0.00455946
5.9	0.00200017	0.00388572
