# tau 	 c??_val 	 c??_err
0.2	0.566679	0.0350506
0.3	0.295206	0.0310534
0.4	0.15483	0.0165452
0.5	0.0836817	0.010883
0.6	0.0449062	0.0100525
0.7	0.0224441	0.00403336
0.8	0.0111768	0.00223048
0.9	0.00647976	0.00195799
1	0.00362259	0.002217
1.1	0.00131251	0.00177489
1.2	0.00132497	0.00169891
1.3	0.00175711	0.00119587
1.4	0.00145845	0.000703447
1.5	0.000529731	0.000416803
1.6	0.000248851	0.000272514
1.7	0.000208488	0.00025599
1.8	0.000131109	0.000222023
1.9	5.03547e-05	0.000175223
2	-2.7776e-05	0.00018879
2.1	-6.52756e-05	0.000171236
2.2	-2.25017e-05	0.000127651
2.3	5.44958e-06	0.000136609
2.4	1.32136e-06	0.000141973
2.5	1.36403e-05	0.000131199
2.6	2.0761e-05	0.000151358
2.7	3.09123e-05	0.000152963
2.8	1.7494e-05	0.000152495
2.9	-4.76854e-05	0.000172747
3	5.74709e-05	0.000181026
3.1	0.000121656	0.000199923
3.2	8.08889e-05	0.000180845
3.3	0.000167219	0.000223798
3.4	0.000142372	0.000181779
3.5	3.99726e-05	0.000174008
3.6	1.75794e-05	0.000171386
3.7	-5.6888e-05	0.000168591
3.8	1.11253e-06	0.000137625
3.9	-1.29444e-05	0.000135787
4	2.00132e-06	0.000114403
4.1	2.67183e-05	0.000171282
4.2	9.49298e-05	0.000171451
4.3	9.30049e-05	0.000159506
4.4	7.30236e-05	0.000139921
4.5	4.46509e-05	0.000125746
4.6	2.44477e-05	0.000148318
4.7	3.11959e-06	0.000145918
4.8	-3.41868e-05	0.000125907
4.9	-5.96563e-05	0.000123726
5	-7.3597e-06	9.47901e-05
5.1	4.94526e-05	0.000109505
5.2	0.000103013	0.000137447
5.3	8.34586e-05	0.000131895
5.4	4.73847e-05	0.000127589
5.5	-2.17158e-06	0.000114458
5.6	-3.75461e-05	0.000124101
5.7	-4.91804e-05	0.000120278
5.8	-2.18736e-07	7.81853e-05
5.9	-2.30712e-05	0.000120278
