# tau 	 c??_val 	 c??_err
0.2	0.657171	0.0444765
0.3	0.420434	0.0425455
0.4	0.275009	0.033054
0.5	0.181262	0.0231771
0.6	0.120927	0.0163167
0.7	0.080836	0.0100565
0.8	0.0540603	0.00617442
0.9	0.0373249	0.00436089
1	0.0265163	0.00354482
1.1	0.0193136	0.00279955
1.2	0.0142533	0.00234056
1.3	0.00986115	0.00178228
1.4	0.00660278	0.00105582
1.5	0.00469197	0.000810831
1.6	0.00345644	0.000727614
1.7	0.00230031	0.000746919
1.8	0.00122415	0.000757132
1.9	0.000536771	0.000566997
2	0.000416497	0.000506042
2.1	0.000220768	0.000338509
2.2	0.000295647	0.000315838
2.3	0.000495037	0.000315877
2.4	0.000587211	0.000364518
2.5	0.000769561	0.000374266
2.6	0.000770269	0.000362039
2.7	0.000576829	0.000444684
2.8	0.000685495	0.00061294
2.9	0.000558339	0.00063696
3	0.00050196	0.000688169
3.1	0.000560561	0.000807335
3.2	0.00066812	0.000833817
3.3	5.17857e-05	0.000134627
3.4	0.000122647	0.000148158
3.5	0.000198424	0.000199281
3.6	0.000155003	0.00019543
3.7	7.01228e-05	0.000181651
3.8	0.000127499	0.00024058
3.9	9.01813e-05	0.000167414
4	8.59826e-05	0.000148465
4.1	0.000200011	0.000213041
4.2	0.000146682	0.000206548
4.3	0.000105264	0.000179282
4.4	6.28205e-05	0.000139985
4.5	5.03968e-05	0.000137412
4.6	4.68121e-05	0.000108589
4.7	8.81124e-05	0.000141582
4.8	0.000151186	0.000178198
4.9	9.78474e-05	0.00015534
5	4.85247e-05	0.000110924
5.1	4.9788e-05	0.000116759
5.2	0.000107095	0.000159301
5.3	8.32702e-05	0.00015947
5.4	9.34716e-05	0.000158487
5.5	7.9665e-05	0.000151796
5.6	6.02256e-05	0.000149976
5.7	4.85964e-05	0.000118425
5.8	8.70027e-05	0.000152643
5.9	5.92396e-05	0.000121391
