# tau 	 c??_val 	 c??_err
0.2	0.755803	0.0417824
0.3	0.556108	0.0328043
0.4	0.411278	0.0231869
0.5	0.305545	0.0232924
0.6	0.226229	0.0139078
0.7	0.167664	0.00477982
0.8	0.124499	0.000837822
0.9	0.0924824	0.000764922
1	0.0690259	0.00292263
1.1	0.0516181	0.00545265
1.2	0.0385838	0.00335665
1.3	0.0286864	0.000841806
1.4	0.0213942	0.000697464
1.5	0.0159446	0.000924551
1.6	0.0119707	0.0017876
1.7	0.00899658	0.00245596
1.8	0.00671178	0.00306394
1.9	0.0049744	0.00116918
2	0.00376602	0.0012544
2.1	0.00284407	0.000495015
2.2	0.0021865	0.00056417
2.3	0.00176053	0.000527394
2.4	0.00164666	0.000607804
2.5	0.00141958	0.000810037
2.6	0.00121659	0.00049249
2.7	0.00100294	0.000361547
2.8	0.000912554	0.000575469
2.9	0.000837885	0.002155
3	0.000895897	0.00255024
3.1	0.0010129	0.00211427
3.2	0.00114981	0.000431622
3.3	0.000921802	0.000356415
3.4	0.000806725	0.0006091
3.5	0.000790625	0.00173845
3.6	0.000673189	0.00132962
3.7	0.000614437	0.00113444
3.8	0.000551554	0.00098125
3.9	0.000401974	0.000912393
4	0.000432765	0.000428036
4.1	0.000660834	0.000769841
4.2	0.000841921	0.00122381
4.3	0.000690395	0.00106305
4.4	0.000538448	0.000838383
4.5	0.000433643	0.000709259
4.6	0.000505698	0.000721341
4.7	0.000606746	0.000711509
4.8	0.000527742	0.000290599
4.9	0.000557818	0.000298189
5	0.000700372	0.000402699
5.1	0.000668339	0.000371299
5.2	0.00063708	0.000330874
5.3	0.000610808	0.000385902
5.4	0.000547199	0.000348519
5.5	0.000487385	0.000380297
5.6	0.000623945	0.000440646
5.7	0.00105476	0.000554114
5.8	0.00158673	0.000520796
5.9	0.00171775	0.000331722
